# rollout meta: {"joint_names": ["joint1", "joint2", "joint3", "joint4", "joint5", "joint6", "joint7"], "dt": 0.02, "n": 200, "has_base": true, "source": "imit", "note": ""}
t,q1,q2,q3,q4,q5,q6,q7,ee_x,ee_y,ee_z,tgt_x,tgt_y,tgt_z,bx,by,bz,bqx,bqy,bqz,bqw,drawing
1.280000,0.26261812,-0.18877159,-0.93440318,-0.36577722,-0.26751882,-0.65495336,-0.49331388,0.336948,-0.059423,0.024999,0.300000,-0.036319,0.171281,-0.006180,0.019021,0.000000,0.00082984,-0.00064844,-0.00018072,0.99999943,1
1.300000,0.26620093,-0.21717697,-0.90597749,-0.36702159,-0.29606465,-0.68378568,-0.51412243,0.342908,-0.065251,0.025116,0.300000,-0.038540,0.170105,-0.008516,0.018097,0.000000,0.00078956,-0.00071645,-0.00007227,0.99999943,1
1.320000,0.29304668,-0.24549392,-0.89418310,-0.34130445,-0.32557306,-0.71282929,-0.54299641,0.342637,-0.070776,0.019241,0.300000,-0.040723,0.168859,-0.010717,0.016887,0.000000,0.00073684,-0.00077317,0.00003730,0.99999943,1
1.340000,0.30003706,-0.27359298,-0.86664569,-0.31615362,-0.35366541,-0.74169290,-0.56943822,0.346355,-0.076649,0.017727,0.300000,-0.042866,0.167546,-0.012748,0.015410,0.000000,0.00067252,-0.00081771,0.00014626,0.99999943,1
1.360000,0.32628456,-0.30101046,-0.84516817,-0.28860772,-0.38268268,-0.77065873,-0.59834498,0.348216,-0.082758,0.013215,0.300000,-0.044967,0.166166,-0.014579,0.013691,0.000000,0.00059759,-0.00084938,0.00025291,0.99999943,1
1.380000,0.32994413,-0.32876599,-0.81861728,-0.25931522,-0.41118509,-0.79953128,-0.62690502,0.351118,-0.088769,0.011367,0.300000,-0.047023,0.164721,-0.016180,0.011756,0.000000,0.00051325,-0.00086767,0.00035556,0.99999943,1
1.400000,0.35700247,-0.35552859,-0.81158298,-0.23237929,-0.44059259,-0.82849365,-0.65582538,0.349157,-0.094075,0.004018,0.300000,-0.049033,0.163212,-0.017526,0.009635,0.000000,0.00042080,-0.00087229,0.00045259,0.99999943,1
1.420000,0.36250773,-0.38403985,-0.78714716,-0.20117301,-0.46874827,-0.85737181,-0.68467593,0.351189,-0.099815,0.001020,0.300000,-0.050994,0.161641,-0.018596,0.007362,0.000000,0.00032172,-0.00086318,0.00054247,0.99999943,1
1.440000,0.38922241,-0.41132519,-0.77582359,-0.17359665,-0.49795866,-0.88632292,-0.71359736,0.350189,-0.104951,-0.006019,0.300000,-0.052905,0.160009,-0.019372,0.004974,0.000000,0.00021755,-0.00084048,0.00062381,0.99999943,1
1.460000,0.39571607,-0.43983182,-0.75113845,-0.14277858,-0.52628666,-0.91520971,-0.74250901,0.352242,-0.110503,-0.009341,0.300000,-0.054764,0.158317,-0.019842,0.002507,0.000000,0.00010993,-0.00080453,0.00069530,0.99999943,1
1.480000,0.42206031,-0.46733174,-0.74106526,-0.11521382,-0.55553013,-0.94415259,-0.77143067,0.350914,-0.115007,-0.016767,0.300000,-0.056569,0.156569,-0.020000,-0.000000,0.000000,0.00000057,-0.00075592,0.00075584,0.99999943,1
1.500000,0.43019879,-0.49598515,-0.71700370,-0.08451875,-0.58390206,-0.97304964,-0.80035055,0.352793,-0.120034,-0.020596,0.300000,-0.058317,0.154764,-0.019842,-0.002507,0.000000,-0.00010881,-0.00069540,0.00080447,0.99999943,1
1.520000,0.45573735,-0.52376473,-0.70547086,-0.05670959,-0.61307669,-1.00198448,-0.82927221,0.351839,-0.123856,-0.027876,0.300000,-0.060009,0.152905,-0.019372,-0.004974,0.000000,-0.00021650,-0.00062392,0.00084043,0.99999943,1
1.540000,0.46503913,-0.55245388,-0.68196082,-0.02634571,-0.64156431,-1.03088999,-0.85819364,0.353608,-0.128170,-0.032024,0.300000,-0.061641,0.150994,-0.018596,-0.007362,0.000000,-0.00032078,-0.00054260,0.00086316,0.99999943,1
1.560000,0.48971808,-0.58041799,-0.67046964,0.00157093,-0.67070550,-1.05981731,-0.88711536,0.352669,-0.131070,-0.039217,0.300000,-0.063212,0.149033,-0.017526,-0.009635,0.000000,-0.00042001,-0.00045273,0.00087229,0.99999943,1
1.580000,0.50080270,-0.60917503,-0.64776576,0.03169511,-0.69927895,-1.08873308,-0.91603708,0.354252,-0.134417,-0.043700,0.300000,-0.064721,0.147023,-0.016180,-0.011756,0.000000,-0.00051263,-0.00035571,0.00086768,0.99999943,1
1.600000,0.52481210,-0.63733625,-0.63462001,0.05984191,-0.72834963,-1.11765552,-0.94495881,0.353711,-0.136330,-0.050539,0.300000,-0.066166,0.144967,-0.014579,-0.013691,0.000000,-0.00059717,-0.00025307,0.00084941,0.99999943,1
1.620000,0.53882605,-0.66609961,-0.61240876,0.08963312,-0.75703174,-1.14657855,-0.97388053,0.355164,-0.138489,-0.055347,0.300000,-0.067546,0.142866,-0.012748,-0.015410,0.000000,-0.00067228,-0.00014642,0.00081777,0.99999943,1
1.640000,0.56228101,-0.69442129,-0.59682971,0.11803280,-0.78603357,-1.17549837,-1.00280237,0.355147,-0.139320,-0.061711,0.300000,-0.068859,0.140723,-0.010717,-0.016887,0.000000,-0.00073679,-0.00003746,0.00077325,0.99999943,1
1.660000,0.58022600,-0.72314280,-0.57525158,0.14745641,-0.81482100,-1.20442533,-1.03172350,0.356382,-0.140038,-0.066874,0.300000,-0.070105,0.138540,-0.008516,-0.018097,0.000000,-0.00078966,0.00007211,0.00071654,0.99999943,1
1.680000,0.60353673,-0.75160122,-0.55713797,0.17610081,-0.84376734,-1.23334539,-1.06064463,0.356816,-0.139656,-0.072765,0.300000,-0.071281,0.136319,-0.006180,-0.019021,0.000000,-0.00083007,0.00018056,0.00064854,0.99999943,1
1.700000,0.62540823,-0.78026181,-0.53609508,0.20520847,-0.87263173,-1.26227283,-1.08956575,0.357773,-0.138769,-0.078159,0.300000,-0.072386,0.134062,-0.003748,-0.019646,0.000000,-0.00085737,0.00028618,0.00057032,0.99999943,1
1.720000,0.64962226,-0.80881894,-0.51588672,0.23402044,-0.90154803,-1.29119575,-1.11848688,0.358448,-0.136998,-0.083684,0.300000,-0.073420,0.131772,-0.001256,-0.019961,0.000000,-0.00087113,0.00038729,0.00048311,0.99999943,1
1.740000,0.67415285,-0.83743250,-0.49459273,0.26294827,-0.93044931,-1.32012272,-1.14740801,0.359200,-0.134519,-0.088988,0.300000,-0.074382,0.129450,0.001256,-0.019961,0.000000,-0.00087113,0.00048230,0.00038827,0.99999943,1
1.760000,0.69954228,-0.86601132,-0.47307658,0.29180223,-0.95936143,-1.34904909,-1.17632914,0.359830,-0.131275,-0.094143,0.300000,-0.075270,0.127099,0.003748,-0.019646,0.000000,-0.00085737,0.00056971,0.00028731,0.99999943,1
